,0,1,2
0,0.0,0.0,-0.20405690424739475
1,0.0,0.0,-0.20405690424739475
2,0.0,0.0,-0.20405690424739475
3,2.0,0.0,-0.008025001075964155
4,5.0,0.0,-0.013366329528167853
5,10.0,0.0,-0.013303517144009902
6,20.0,0.0,-0.010350442883883204
7,50.0,0.0,0.0
8,0.0,0.0,-0.20405690424739475
9,0.0,0.0,-0.20405690424739475
10,0.0,0.0,-0.20405690424739475
11,2.0,0.0,-0.008025001075964155
12,5.0,0.0,-0.013366329528167853
13,10.0,0.0,-0.013303517144009902
14,20.0,0.0,-0.010350442883883204
15,50.0,0.0,0.0
16,0.0,0.0,-0.20405690424739475
17,0.0,0.0,-0.20405690424739475
18,0.0,0.0,-0.20405690424739475
19,2.0,0.0,-0.008025001075964155
20,5.0,0.0,-0.013366329528167853
21,10.0,0.0,-0.013303517144009902
22,20.0,0.0,-0.010350442883883204
23,50.0,0.0,0.0
24,0.0,0.2,-0.00773009358863419
25,0.0,0.2,-0.00773009358863419
26,0.0,0.2,-0.00773009358863419
27,2.0,0.2,-0.3983300026482368
28,5.0,0.2,1.0134952958008512
29,10.0,0.2,1.6699771519575108
30,20.0,0.2,1.3619093058438878
31,50.0,0.2,1.7672308622419255
32,0.0,0.5,-0.01449453745738083
33,0.0,0.5,-0.01449453745738083
34,0.0,0.5,-0.01449453745738083
35,2.0,0.5,0.43789470609397085
36,5.0,0.5,1.7171331659587565
37,10.0,0.5,3.613377924261407
38,20.0,0.5,3.689481985752522
39,50.0,0.5,4.939219843918737
40,0.0,1.0,-0.017072660833747477
41,0.0,1.0,-0.017072660833747477
42,0.0,1.0,-0.017072660833747477
43,2.0,1.0,0.8653717152794584
44,5.0,1.0,1.9446762648343388
45,10.0,1.0,3.993816977347741
46,20.0,1.0,5.2332885482398055
47,50.0,1.0,8.858135876971488
48,0.0,2.0,-0.015104246644867203
49,0.0,2.0,-0.015104246644867203
50,0.0,2.0,-0.015104246644867203
51,2.0,2.0,0.6183563936607399
52,5.0,2.0,1.2175870262390251
53,10.0,2.0,2.2487573980653206
54,20.0,2.0,7.808019949286598
55,50.0,2.0,12.659834062160307
56,0.0,5.0,0.0
57,0.0,5.0,0.0
58,0.0,5.0,0.0
59,2.0,5.0,0.43349248387358896
60,5.0,5.0,0.761876528326078
61,10.0,5.0,1.0099652940120531
62,20.0,5.0,1.4950101956510298
63,50.0,5.0,14.97003583371965
